District,Ward,House_type,Legal,Floors,Bedrooms,Area,Price_per_m2,Total_Price_Billion
Huyện Hoài Đức,Đông La,"Nhà ngõ, hẻm",Đã có sổ,1.0,2.0,48.4,25.0,1.21
Hoàng Mai,Hoàng Văn Thụ,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,22.0,109.09,2.3999800000000002
Bắc Từ Liêm,Liên Mạc,"Nhà mặt phố, mặt tiền",Đã có sổ,3.0,3.0,51.0,43.14,2.2001399999999998
Hà Đông,Phúc La,"Nhà ngõ, hẻm",Đã có sổ,4.0,4.0,38.0,76.32,2.90016
Ba Đình,Cống Vị,"Nhà ngõ, hẻm",Đã có sổ,5.0,4.0,24.0,100.0,2.4
Hai Bà Trưng,Minh Khai,"Nhà mặt phố, mặt tiền",Đã có sổ,5.0,6.0,50.0,106.0,5.3
Đống Đa,Khâm Thiên,"Nhà ngõ, hẻm",Dang_cap_nhat,5.0,4.0,50.0,60.0,3.0
Hoàng Mai,Thịnh Liệt,"Nhà ngõ, hẻm",Đã có sổ,5.0,4.0,51.0,109.8,5.5998
Ba Đình,Vĩnh Phúc,"Nhà ngõ, hẻm",Đã có sổ,5.0,4.0,31.0,127.42,3.95002
Đống Đa,Nam Đồng,"Nhà ngõ, hẻm",Đã có sổ,4.0,3.0,25.0,98.0,2.45
Hà Đông,Dương Nội,"Nhà mặt phố, mặt tiền",Đã có sổ,1.0,2.0,47.5,48.94,2.32465
Hai Bà Trưng,Minh Khai,"Nhà ngõ, hẻm",Đã có sổ,4.0,2.0,34.0,82.35,2.7998999999999996
Hoàng Mai,Tân Mai,"Nhà ngõ, hẻm",Đã có sổ,5.0,5.0,56.0,87.5,4.9
Cầu Giấy,Dịch Vọng,"Nhà ngõ, hẻm",Đã có sổ,4.0,4.0,40.0,67.5,2.7
Thanh Xuân,Nhân Chính,"Nhà ngõ, hẻm",Đã có sổ,4.0,4.0,62.0,87.1,5.4002
Đống Đa,Trung Tự,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,36.0,108.33,3.89988
Đống Đa,Hàng Bột,"Nhà ngõ, hẻm",Dang_cap_nhat,4.0,4.0,50.0,70.0,3.5
Hai Bà Trưng,Minh Khai,"Nhà mặt phố, mặt tiền",Đã có sổ,4.0,4.0,55.0,109.09,5.99995
Hà Đông,Vạn Phúc,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,33.0,66.67,2.20011
Hoàng Mai,Hoàng Văn Thụ,"Nhà ngõ, hẻm",Đã có sổ,5.0,4.0,70.0,53.57,3.7499000000000002
Hà Đông,Vạn Phúc,"Nhà ngõ, hẻm",Đã có sổ,4.0,3.0,32.0,74.69,2.3900799999999998
Đống Đa,Hàng Bột,"Nhà ngõ, hẻm",Đã có sổ,2.0,3.0,95.0,105.26,9.9997
Hai Bà Trưng,Bạch Mai,"Nhà mặt phố, mặt tiền",Đã có sổ,5.0,6.0,48.0,79.17,3.80016
Hà Đông,Văn Quán,"Nhà ngõ, hẻm",Đã có sổ,4.0,3.0,34.0,73.53,2.50002
Hà Đông,Dương Nội,"Nhà mặt phố, mặt tiền",Đã có sổ,1.0,2.0,62.0,62.9,3.8998
Đống Đa,Quang Trung,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,33.0,112.12,3.69996
Hà Đông,Phú La,Nhà phố liền kề,Đã có sổ,5.0,4.0,50.0,136.0,6.8
Hai Bà Trưng,Thanh Lương,"Nhà ngõ, hẻm",Đã có sổ,4.0,4.0,41.0,78.05,3.2000499999999996
Đống Đa,Cát Linh,"Nhà ngõ, hẻm",Dang_cap_nhat,4.0,4.0,70.0,71.43,5.000100000000001
Thanh Xuân,Nhân Chính,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,35.0,75.71,2.64985
Hà Đông,Vạn Phúc,"Nhà ngõ, hẻm",Đã có sổ,4.0,3.0,30.0,90.0,2.7
Đống Đa,Nam Đồng,"Nhà mặt phố, mặt tiền",Đã có sổ,3.0,4.0,90.0,177.78,16.0002
Nam Từ Liêm,Xuân Phương,"Nhà ngõ, hẻm",Đã có sổ,4.0,3.0,33.0,72.73,2.40009
Thanh Xuân,Khương Đình,"Nhà ngõ, hẻm",Đã có sổ,5.0,4.0,41.0,85.37,3.5001700000000002
Đống Đa,Trung Liệt,"Nhà ngõ, hẻm",Đã có sổ,4.0,4.0,42.0,173.81,7.300020000000001
Long Biên,Cự Khối,"Nhà ngõ, hẻm",Đã có sổ,4.0,4.0,40.0,68.75,2.75
Huyện Thanh Trì,Tứ Hiệp,"Nhà ngõ, hẻm",Đã có sổ,1.0,1.0,60.0,43.33,2.5997999999999997
Hai Bà Trưng,Quỳnh Lôi,"Nhà ngõ, hẻm",Đã có sổ,3.0,3.0,58.0,50.0,2.9
Hoàng Mai,Hoàng Liệt,"Nhà ngõ, hẻm",Đã có sổ,5.0,5.0,35.0,77.14,2.6999
Đống Đa,Trung Liệt,"Nhà ngõ, hẻm",Dang_cap_nhat,4.0,2.0,43.0,79.07,3.40001
Thanh Xuân,Nhân Chính,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,43.0,109.3,4.6998999999999995
Ba Đình,Đội Cấn,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,36.0,100.0,3.6
Thanh Xuân,Hạ Đình,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,40.0,91.25,3.65
Đống Đa,Láng Hạ,"Nhà ngõ, hẻm",Dang_cap_nhat,5.0,3.0,59.0,76.27,4.499929999999999
Hoàng Mai,Định Công,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,35.0,54.29,1.9001499999999998
Hai Bà Trưng,Bạch Mai,"Nhà mặt phố, mặt tiền",Đã có sổ,4.0,4.0,45.0,73.33,3.2998499999999997
Thanh Xuân,Kim Giang,"Nhà ngõ, hẻm",Đã có sổ,5.0,5.0,50.0,96.0,4.8
Hà Đông,La Khê,Nhà phố liền kề,Đã có sổ,5.0,4.0,55.0,136.36,7.499800000000001
Hoàng Mai,Giáp Bát,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,35.0,80.0,2.8
Thanh Xuân,Khương Trung,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,34.0,96.47,3.27998
Hai Bà Trưng,Thanh Lương,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,40.0,85.0,3.4
Đống Đa,Thịnh Quang,"Nhà ngõ, hẻm",Dang_cap_nhat,4.0,6.0,46.0,73.91,3.39986
Đống Đa,Kim Liên,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,44.0,104.55,4.6002
Cầu Giấy,Mai Dịch,"Nhà mặt phố, mặt tiền",Đã có sổ,6.0,5.0,80.0,175.0,14.0
Thanh Xuân,Kim Giang,"Nhà ngõ, hẻm",Đã có sổ,5.0,5.0,38.0,92.11,3.50018
Thanh Xuân,Thanh Xuân Bắc,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,35.0,82.86,2.9001
Hai Bà Trưng,Vĩnh Tuy,"Nhà mặt phố, mặt tiền",Đã có sổ,5.0,4.0,50.0,93.0,4.65
Hai Bà Trưng,Minh Khai,"Nhà ngõ, hẻm",Đã có sổ,5.0,4.0,43.0,86.05,3.7001500000000003
Hai Bà Trưng,Thanh Lương,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,40.0,87.5,3.5
Thanh Xuân,Khương Đình,"Nhà ngõ, hẻm",Đã có sổ,4.0,4.0,65.0,66.15,4.29975
Đống Đa,Trung Liệt,"Nhà ngõ, hẻm",Dang_cap_nhat,4.0,4.0,40.0,75.0,3.0
Ba Đình,Ngọc Hà,"Nhà ngõ, hẻm",Đã có sổ,3.0,2.0,75.0,73.33,5.49975
Đống Đa,Trung Phụng,"Nhà ngõ, hẻm",Đã có sổ,4.0,3.0,21.0,116.67,2.45007
Hoàng Mai,Hoàng Văn Thụ,"Nhà ngõ, hẻm",Đã có sổ,5.0,5.0,41.0,156.1,6.400099999999999
Thanh Xuân,Khương Trung,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,37.0,129.73,4.800009999999999
Hà Đông,Quang Trung,"Nhà ngõ, hẻm",Đã có sổ,9.0,7.0,48.0,135.42,6.50016
Hoàng Mai,Tương Mai,"Nhà ngõ, hẻm",Đã có sổ,4.0,4.0,40.0,65.0,2.6
Hai Bà Trưng,Quỳnh Mai,"Nhà ngõ, hẻm",Đã có sổ,5.0,4.0,48.0,102.08,4.89984
Thanh Xuân,Khương Trung,"Nhà ngõ, hẻm",Dang_cap_nhat,4.0,6.0,41.0,77.32,3.17012
Bắc Từ Liêm,Xuân Tảo,"Nhà ngõ, hẻm",Đã có sổ,5.0,4.0,45.0,93.33,4.1998500000000005
Nam Từ Liêm,Xuân Phương,"Nhà ngõ, hẻm",Đã có sổ,4.0,4.0,34.0,77.35,2.6298999999999997
Đống Đa,Láng Thượng,"Nhà ngõ, hẻm",Dang_cap_nhat,5.0,4.0,48.0,79.17,3.80016
Thanh Xuân,Khương Trung,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,34.0,117.65,4.000100000000001
Hai Bà Trưng,Bạch Đằng,"Nhà mặt phố, mặt tiền",Đã có sổ,5.0,6.0,47.0,127.66,6.000019999999999
Hai Bà Trưng,Minh Khai,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,72.0,53.47,3.84984
Hoàng Mai,Thịnh Liệt,"Nhà ngõ, hẻm",Đã có sổ,5.0,4.0,40.0,95.0,3.8
Thanh Xuân,Kim Giang,Nhà phố liền kề,Đã có sổ,6.0,6.0,45.0,86.67,3.90015
Cầu Giấy,Nghĩa Tân,"Nhà mặt phố, mặt tiền",Đã có sổ,6.0,4.0,50.0,280.0,14.0
Ba Đình,Liễu Giai,"Nhà mặt phố, mặt tiền",Đã có sổ,3.0,3.0,72.0,236.11,16.999920000000003
Thanh Xuân,Nhân Chính,"Nhà ngõ, hẻm",Đã có sổ,5.0,7.0,44.0,97.73,4.30012
Hà Đông,Phú La,"Nhà mặt phố, mặt tiền",Đã có sổ,4.0,5.0,82.0,129.268,10.599976
Hà Đông,Phúc La,"Nhà mặt phố, mặt tiền",Đã có sổ,4.0,3.0,50.0,80.0,4.0
Bắc Từ Liêm,Xuân Đỉnh,"Nhà ngõ, hẻm",Đã có sổ,5.0,5.0,42.0,92.86,3.90012
Thanh Xuân,Khương Mai,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,36.0,83.33,2.99988
Hoàng Mai,Tân Mai,"Nhà ngõ, hẻm",Đã có sổ,5.0,6.0,43.0,146.51,6.29993
Thanh Xuân,Khương Trung,"Nhà ngõ, hẻm",Đã có sổ,4.0,4.0,40.0,70.0,2.8
Đống Đa,Thịnh Quang,"Nhà ngõ, hẻm",Đã có sổ,4.0,3.0,27.0,122.22,3.29994
Đống Đa,Ô Chợ Dừa,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,35.0,94.29,3.30015
Đống Đa,Ô Chợ Dừa,"Nhà ngõ, hẻm",Dang_cap_nhat,4.0,4.0,45.0,77.78,3.5000999999999998
Ba Đình,Vĩnh Phúc,"Nhà ngõ, hẻm",Đã có sổ,5.0,4.0,60.0,115.0,6.9
Thanh Xuân,Khương Đình,"Nhà ngõ, hẻm",Đã có sổ,3.0,4.0,47.0,68.09,3.20023
Thanh Xuân,Khương Đình,"Nhà ngõ, hẻm",Đã có sổ,4.0,4.0,45.0,77.78,3.5000999999999998
Thanh Xuân,Kim Giang,"Nhà ngõ, hẻm",Đã có sổ,5.0,6.0,42.0,102.38,4.2999600000000004
Huyện Hoài Đức,Vân Canh,"Nhà ngõ, hẻm",Đã có sổ,4.0,3.0,30.1,58.33,1.755733
Đống Đa,Ô Chợ Dừa,"Nhà ngõ, hẻm",Đã có sổ,3.0,4.0,60.0,41.67,2.5002000000000004
Hai Bà Trưng,Bạch Đằng,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,52.0,96.15,4.9998000000000005
Hoàng Mai,Tương Mai,"Nhà ngõ, hẻm",Đã có sổ,5.0,4.0,44.0,68.18,2.99992
Thanh Xuân,Kim Giang,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,32.0,140.63,4.50016
Hoàng Mai,Thịnh Liệt,"Nhà ngõ, hẻm",Đã có sổ,4.0,3.0,42.0,67.86,2.85012
Hoàng Mai,Thịnh Liệt,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,30.0,91.67,2.7500999999999998
Hai Bà Trưng,Minh Khai,"Nhà mặt phố, mặt tiền",Dang_cap_nhat,5.0,3.0,35.0,87.14,3.0499
Hà Đông,Nguyễn Trãi,"Nhà ngõ, hẻm",Đã có sổ,3.0,3.0,33.0,81.82,2.70006
Thanh Xuân,Khương Trung,Nhà phố liền kề,Đã có sổ,5.0,4.0,36.0,134.72,4.84992
Tây Hồ,Bưởi,"Nhà ngõ, hẻm",Đã có sổ,4.0,4.0,33.0,95.45,3.14985
Hoàng Mai,Vĩnh Hưng,"Nhà ngõ, hẻm",Đã có sổ,4.0,4.0,55.0,56.36,3.0998
Hai Bà Trưng,Thanh Lương,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,34.0,102.94,3.49996
Cầu Giấy,Mai Dịch,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,35.0,91.43,3.20005
Đống Đa,Thịnh Quang,"Nhà ngõ, hẻm",Đã có sổ,4.0,3.0,27.0,121.85,3.2899499999999997
Đống Đa,Kim Liên,"Nhà ngõ, hẻm",Đã có sổ,5.0,4.0,45.0,71.11,3.19995
Hai Bà Trưng,Trương Định,"Nhà ngõ, hẻm",Đã có sổ,5.0,5.0,50.0,87.0,4.35
Thanh Xuân,Nhân Chính,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,42.0,114.29,4.80018
Huyện Hoài Đức,La Phù,"Nhà ngõ, hẻm",Đã có sổ,4.0,3.0,33.0,47.88,1.5800400000000001
Hai Bà Trưng,Bạch Mai,"Nhà mặt phố, mặt tiền",Đã có sổ,5.0,5.0,45.0,77.78,3.5000999999999998
Tây Hồ,Yên Phụ,"Nhà mặt phố, mặt tiền",Đã có sổ,4.0,4.0,24.0,112.5,2.7
Thanh Xuân,Hạ Đình,"Nhà ngõ, hẻm",Đã có sổ,5.0,5.0,55.0,141.82,7.8001
Thanh Xuân,Khương Đình,"Nhà ngõ, hẻm",Đã có sổ,5.0,4.0,46.0,65.22,3.00012
Đống Đa,Thịnh Quang,"Nhà ngõ, hẻm",Dang_cap_nhat,4.0,3.0,43.0,76.74,3.2998199999999995
Hai Bà Trưng,Thanh Lương,"Nhà ngõ, hẻm",Đã có sổ,5.0,4.0,35.0,102.86,3.6001
Ba Đình,Ngọc Khánh,"Nhà mặt phố, mặt tiền",Đã có sổ,4.0,4.0,45.0,355.56,16.0002
Huyện Thanh Trì,Thanh Liệt,"Nhà mặt phố, mặt tiền",Đã có sổ,4.0,4.0,30.0,76.67,2.3001
Thanh Xuân,Khương Mai,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,37.0,78.38,2.90006
Hoàng Mai,Vĩnh Hưng,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,39.0,55.13,2.1500700000000004
Thanh Xuân,Nhân Chính,Nhà phố liền kề,Đã có sổ,5.0,7.0,42.0,97.62,4.10004
Hoàng Mai,Thịnh Liệt,"Nhà ngõ, hẻm",Đã có sổ,4.0,4.0,42.0,67.86,2.85012
Hoàng Mai,Hoàng Văn Thụ,"Nhà ngõ, hẻm",Đã có sổ,4.0,3.0,29.0,71.72,2.07988
Hai Bà Trưng,Minh Khai,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,34.0,94.12,3.20008
Hai Bà Trưng,Minh Khai,"Nhà ngõ, hẻm",Đã có sổ,5.0,5.0,46.0,78.26,3.59996
Hai Bà Trưng,Vĩnh Tuy,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,29.0,100.0,2.9
Hai Bà Trưng,Minh Khai,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,30.0,95.0,2.85
Thanh Xuân,Khương Đình,"Nhà mặt phố, mặt tiền",Đã có sổ,2.0,2.0,60.0,58.33,3.4997999999999996
Thanh Xuân,Khương Đình,"Nhà ngõ, hẻm",Đã có sổ,5.0,4.0,35.0,82.86,2.9001
Hoàng Mai,Lĩnh Nam,"Nhà ngõ, hẻm",Đã có sổ,5.0,4.0,39.0,64.1,2.4999
Hoàng Mai,Mai Động,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,45.0,84.44,3.7998
Cầu Giấy,Nghĩa Đô,"Nhà ngõ, hẻm",Đã có sổ,5.0,4.0,45.0,126.67,5.70015
Tây Hồ,Yên Phụ,"Nhà ngõ, hẻm",Đã có sổ,3.0,3.0,56.0,48.21,2.6997600000000004
Đống Đa,Trung Liệt,"Nhà ngõ, hẻm",Đã có sổ,4.0,3.0,46.0,93.48,4.30008
Hoàng Mai,Thịnh Liệt,"Nhà ngõ, hẻm",Đang chờ sổ,2.0,2.0,38.0,34.21,1.29998
Hai Bà Trưng,Minh Khai,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,36.0,83.33,2.99988
Thanh Xuân,Nhân Chính,"Nhà ngõ, hẻm",Đã có sổ,5.0,5.0,41.0,124.39,5.09999
Hoàng Mai,Thịnh Liệt,"Nhà ngõ, hẻm",Đã có sổ,4.0,3.0,35.0,74.29,2.60015
Cầu Giấy,Dịch Vọng,Nhà biệt thự,Đã có sổ,4.0,3.0,35.0,92.86,3.2500999999999998
Đống Đa,Láng Hạ,"Nhà mặt phố, mặt tiền",Đã có sổ,8.0,10.0,55.0,90.91,5.00005
Huyện Thanh Trì,Tân Triều,"Nhà ngõ, hẻm",Đã có sổ,5.0,5.0,35.0,72.0,2.52
Đống Đa,Hàng Bột,"Nhà ngõ, hẻm",Đã có sổ,3.0,3.0,40.0,83.75,3.35
Cầu Giấy,Nghĩa Đô,"Nhà ngõ, hẻm",Đã có sổ,5.0,7.0,82.0,97.56,7.99992
Thanh Xuân,Thanh Xuân Nam,"Nhà ngõ, hẻm",Đã có sổ,4.0,4.0,35.0,85.14,2.9799
Ba Đình,Kim Mã,"Nhà mặt phố, mặt tiền",Đã có sổ,6.0,3.0,30.0,33.33,0.9999
Đống Đa,Trung Tự,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,32.0,126.56,4.04992
Cầu Giấy,Dịch Vọng Hậu,"Nhà ngõ, hẻm",Đã có sổ,1.0,1.0,35.0,62.86,2.2001
Hai Bà Trưng,Bạch Mai,"Nhà mặt phố, mặt tiền",Đã có sổ,4.0,6.0,100.0,105.0,10.5
Hoàng Mai,Tân Mai,"Nhà mặt phố, mặt tiền",Đã có sổ,5.0,4.0,42.0,92.86,3.90012
Hà Đông,Yên Nghĩa,"Nhà ngõ, hẻm",Đã có sổ,4.0,4.0,34.0,41.18,1.4001199999999998
Đống Đa,Quang Trung,"Nhà ngõ, hẻm",Đã có sổ,5.0,5.0,45.0,86.67,3.90015
Long Biên,Ngọc Thụy,"Nhà mặt phố, mặt tiền",Đã có sổ,3.0,3.0,80.0,68.75,5.5
Hoàng Mai,Hoàng Văn Thụ,"Nhà mặt phố, mặt tiền",Đã có sổ,5.0,3.0,32.0,109.38,3.5001599999999997
Thanh Xuân,Khương Đình,"Nhà ngõ, hẻm",Đã có sổ,3.0,3.0,37.0,39.19,1.45003
Ba Đình,Liễu Giai,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,38.0,77.63,2.94994
Thanh Xuân,Khương Trung,"Nhà mặt phố, mặt tiền",Đã có sổ,5.0,6.0,65.0,61.54,4.0001
Thanh Xuân,Thanh Xuân Bắc,"Nhà mặt phố, mặt tiền",Đã có sổ,5.0,4.0,41.0,173.17,7.099969999999999
Thanh Xuân,Nhân Chính,"Nhà ngõ, hẻm",Đã có sổ,5.0,2.0,26.0,101.92,2.6499200000000003
Cầu Giấy,Yên Hoà,"Nhà mặt phố, mặt tiền",Đã có sổ,5.0,4.0,52.0,178.85,9.300199999999998
Long Biên,Phúc Lợi,"Nhà mặt phố, mặt tiền",Đã có sổ,5.0,3.0,30.0,58.93,1.7679
Hai Bà Trưng,Bách Khoa,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,32.0,93.75,3.0
Hai Bà Trưng,Đống Mác,"Nhà ngõ, hẻm",Đã có sổ,3.0,4.0,36.0,52.78,1.90008
Đống Đa,Khâm Thiên,"Nhà ngõ, hẻm",Đã có sổ,4.0,3.0,30.0,90.0,2.7
Long Biên,Thạch Bàn,"Nhà ngõ, hẻm",Đã có sổ,5.0,4.0,41.0,63.41,2.5998099999999997
Long Biên,Ngọc Thụy,"Nhà mặt phố, mặt tiền",Đã có sổ,3.0,4.0,85.0,58.24,4.9504
Đống Đa,Láng Thượng,"Nhà ngõ, hẻm",Đã có sổ,5.0,5.0,44.0,95.45,4.1998
Tây Hồ,Bưởi,"Nhà ngõ, hẻm",Đã có sổ,4.0,4.0,51.0,62.75,3.20025
Long Biên,Sài Đồng,"Nhà mặt phố, mặt tiền",Đã có sổ,4.0,5.0,42.0,64.29,2.7001800000000005
Long Biên,Ngọc Thụy,"Nhà mặt phố, mặt tiền",Đã có sổ,3.0,4.0,86.0,36.05,3.1003
Nam Từ Liêm,Mỹ Đình 1,"Nhà ngõ, hẻm",Đã có sổ,6.0,10.0,70.0,103.57,7.249899999999999
Bắc Từ Liêm,Xuân Đỉnh,"Nhà ngõ, hẻm",Đã có sổ,5.0,4.0,37.0,70.27,2.5999899999999996
Long Biên,Ngọc Thụy,"Nhà ngõ, hẻm",Đã có sổ,4.0,4.0,48.0,81.25,3.9
Hai Bà Trưng,Phố Huế,"Nhà ngõ, hẻm",Đã có sổ,2.0,2.0,35.0,52.86,1.8500999999999999
Hà Đông,Mộ Lao,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,35.0,85.71,2.99985
Hà Đông,La Khê,"Nhà ngõ, hẻm",Đã có sổ,4.0,4.0,32.0,92.19,2.95008
Hai Bà Trưng,Quỳnh Mai,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,43.0,79.07,3.40001
Hai Bà Trưng,Vĩnh Tuy,"Nhà ngõ, hẻm",Đã có sổ,4.0,4.0,40.0,66.25,2.65
Thanh Xuân,Khương Đình,"Nhà ngõ, hẻm",Đã có sổ,5.0,4.0,35.0,84.29,2.9501500000000003
Hoàng Mai,Tương Mai,"Nhà mặt phố, mặt tiền",Đã có sổ,4.0,4.0,54.0,88.89,4.80006
Nam Từ Liêm,Mỹ Đình 1,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,42.0,88.1,3.7001999999999997
Hoàng Mai,Đại Kim,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,36.0,70.83,2.54988
Hai Bà Trưng,Quỳnh Mai,"Nhà ngõ, hẻm",Đã có sổ,5.0,4.0,43.0,81.4,3.5002000000000004
Cầu Giấy,Quan Hoa,"Nhà mặt phố, mặt tiền",Đã có sổ,5.0,6.0,40.0,130.0,5.2
Thanh Xuân,Khương Trung,"Nhà ngõ, hẻm",Đã có sổ,4.0,3.0,32.0,70.31,2.24992
Hoàng Mai,Định Công,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,35.0,80.0,2.8
Long Biên,Ngọc Thụy,Nhà phố liền kề,Đã có sổ,5.0,3.0,32.0,84.38,2.70016
Hai Bà Trưng,Minh Khai,"Nhà ngõ, hẻm",Đã có sổ,4.0,4.0,39.0,74.36,2.90004
Thanh Xuân,Khương Đình,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,32.0,104.69,3.3500799999999997
Long Biên,Bồ Đề,"Nhà ngõ, hẻm",Dang_cap_nhat,5.0,3.0,33.0,103.03,3.3999900000000003
Hoàng Mai,Thịnh Liệt,"Nhà ngõ, hẻm",Đang chờ sổ,4.0,3.0,35.0,74.29,2.60015
Cầu Giấy,Mai Dịch,"Nhà ngõ, hẻm",Đã có sổ,5.0,4.0,50.0,60.0,3.0
Long Biên,Long Biên,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,35.0,67.14,2.3499
Ba Đình,Vĩnh Phúc,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,24.0,91.67,2.20008
Thanh Xuân,Hạ Đình,"Nhà ngõ, hẻm",Đã có sổ,7.0,7.0,50.0,184.0,9.2
Hoàng Mai,Trần Phú,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,35.0,97.14,3.3999
Hai Bà Trưng,Thanh Lương,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,35.0,102.86,3.6001
Thanh Xuân,Kim Giang,"Nhà ngõ, hẻm",Giấy tờ khác,4.0,3.0,23.0,67.39,1.54997
Thanh Xuân,Thanh Xuân Bắc,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,40.0,92.5,3.7
Hà Đông,Văn Quán,Nhà phố liền kề,Đã có sổ,3.0,4.0,45.0,122.22,5.499899999999999
Hà Đông,Yết Kiêu,"Nhà mặt phố, mặt tiền",Đã có sổ,2.0,2.0,30.0,98.33,2.9499
Hoàng Mai,Lĩnh Nam,"Nhà ngõ, hẻm",Đã có sổ,4.0,3.0,42.0,39.29,1.65018
Hai Bà Trưng,Phạm Đình Hổ,"Nhà ngõ, hẻm",Đã có sổ,2.0,2.0,33.0,57.58,1.90014
Hoàng Mai,Thanh Trì,"Nhà ngõ, hẻm",Đã có sổ,4.0,5.0,62.0,64.35,3.9897
Hoàng Mai,Thịnh Liệt,"Nhà ngõ, hẻm",Đã có sổ,4.0,3.0,25.0,70.0,1.75
Hai Bà Trưng,Minh Khai,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,40.0,71.25,2.85
Thanh Xuân,Nhân Chính,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,34.0,79.41,2.6999400000000002
Thanh Xuân,Kim Giang,"Nhà ngõ, hẻm",Đã có sổ,6.0,5.0,35.0,85.43,2.99005
Tây Hồ,Xuân La,"Nhà ngõ, hẻm",Đã có sổ,5.0,4.0,25.0,164.0,4.1
Ba Đình,Kim Mã,"Nhà ngõ, hẻm",Đã có sổ,3.0,3.0,30.0,60.0,1.8
Hoàng Mai,Tương Mai,"Nhà ngõ, hẻm",Đã có sổ,4.0,6.0,32.0,81.25,2.6
Hoàng Mai,Định Công,"Nhà ngõ, hẻm",Đã có sổ,4.0,4.0,50.0,73.0,3.65
Hoàng Mai,Lĩnh Nam,"Nhà ngõ, hẻm",Đã có sổ,4.0,3.0,32.0,49.38,1.58016
Hoàng Mai,Yên Sở,"Nhà ngõ, hẻm",Đã có sổ,5.0,7.0,41.0,108.54,4.45014
Hai Bà Trưng,Trương Định,"Nhà ngõ, hẻm",Đã có sổ,4.0,4.0,40.0,70.0,2.8
Hoàng Mai,Thanh Trì,"Nhà ngõ, hẻm",Đã có sổ,5.0,6.0,60.0,100.0,6.0
Đống Đa,Phương Liên,"Nhà ngõ, hẻm",Đã có sổ,4.0,3.0,25.0,100.0,2.5
Thanh Xuân,Khương Đình,"Nhà ngõ, hẻm",Đã có sổ,5.0,5.0,43.0,132.56,5.70008
Đống Đa,Láng Hạ,"Nhà ngõ, hẻm",Đã có sổ,5.0,3.0,33.0,113.64,3.75012
Thanh Xuân,Khương Mai,"Nhà mặt phố, mặt tiền",Đã có sổ,6.0,4.0,45.0,122.22,5.499899999999999
Hà Đông,La Khê,"Nhà ngõ, hẻm",Đã có sổ,4.0,3.0,33.0,75.15,2.47995
Hà Đông,Mộ Lao,"Nhà ngõ, hẻm",Đã có sổ,4.0,3.0,30.0,73.33,2.1999
