District,Ward,House_type,Legal,Floors,Bedrooms,Area,Price_per_m2,Total_Price_Billion
1,25,0,0,3.0,3.0,40.0,73.75,2.95
3,48,1,0,5.0,6.0,45.0,85.56,3.8502
1,72,1,2,5.0,4.0,45.0,115.56,5.2002
10,36,0,0,5.0,5.0,38.0,94.74,3.60012
2,83,1,0,5.0,4.0,36.0,48.61,1.74996
3,67,0,0,3.0,3.0,45.0,77.78,3.5000999999999998
3,124,0,0,4.0,4.0,55.0,68.18,3.7499000000000007
1,2,0,0,3.0,2.0,23.0,86.09,1.9800700000000002
2,83,1,0,5.0,4.0,36.0,55.0,1.98
0,55,0,0,5.0,4.0,64.0,159.38,10.20032
2,77,1,0,6.0,6.0,42.0,123.81,5.20002
8,66,0,0,3.0,2.0,34.0,102.94,3.49996
4,5,0,0,3.0,3.0,76.0,85.53,6.50028
0,107,0,0,4.0,4.0,35.0,110.0,3.85
2,83,0,0,4.0,3.0,32.0,49.38,1.58016
3,23,0,0,5.0,6.0,40.0,113.75,4.55
10,92,1,0,5.0,4.0,52.0,138.46,7.19992
2,24,0,0,4.0,3.0,32.0,74.69,2.3900799999999998
0,107,0,0,5.0,3.0,35.0,94.29,3.30015
10,70,0,0,5.0,3.0,35.0,85.43,2.99005
0,0,1,0,5.0,3.0,30.0,148.33,4.4499
10,70,0,0,4.0,4.0,63.0,60.32,3.80016
3,47,0,0,5.0,3.0,30.0,83.33,2.4999000000000002
10,79,1,0,5.0,5.0,57.0,119.3,6.8001
6,86,0,0,4.0,4.0,35.0,91.43,3.20005
8,40,0,0,1.0,1.0,36.0,79.17,2.85012
2,3,0,0,4.0,4.0,45.0,63.33,2.84985
2,50,0,0,5.0,3.0,35.0,58.57,2.04995
3,9,0,0,4.0,3.0,35.0,68.57,2.39995
10,92,1,0,5.0,5.0,48.0,141.67,6.80016
1,54,0,0,1.0,2.0,55.0,45.45,2.49975
1,46,0,0,3.0,2.0,22.0,59.09,1.29998
8,96,0,0,5.0,3.0,32.0,96.88,3.10016
0,107,0,0,5.0,3.0,40.0,155.0,6.2
3,9,0,0,4.0,3.0,25.0,84.0,2.1
0,55,0,0,4.0,4.0,32.0,101.56,3.24992
6,32,0,0,2.0,2.0,37.0,51.35,1.89995
11,30,0,0,2.0,3.0,101.0,35.64,3.59964
8,21,0,0,6.0,5.0,45.0,126.67,5.70015
8,13,1,0,5.0,6.0,41.0,382.93,15.700130000000001
10,92,1,0,5.0,4.0,46.0,97.83,4.50018
8,21,0,0,5.0,3.0,45.0,144.44,6.4998000000000005
2,10,0,0,5.0,4.0,34.0,64.71,2.2001399999999998
10,122,0,0,2.0,3.0,36.0,79.17,2.85012
13,172,0,0,4.0,3.0,31.0,43.87,1.3599700000000001
12,65,0,0,6.0,3.0,42.0,109.52,4.59984
8,59,0,0,6.0,8.0,53.0,124.53,6.60009
8,59,0,0,5.0,3.0,35.0,94.29,3.30015
9,62,0,0,4.0,4.0,33.0,72.73,2.40009
1,72,0,0,3.0,3.0,32.0,118.75,3.8
0,0,0,2,4.0,4.0,42.0,83.33,3.49986
8,37,0,0,5.0,4.0,50.0,140.0,7.0
8,21,0,0,4.0,2.0,35.0,85.14,2.9799
3,47,0,0,4.0,4.0,37.0,71.62,2.64994
8,59,0,0,5.0,3.0,36.0,91.67,3.3001199999999997
3,9,0,0,3.0,3.0,42.0,61.9,2.5997999999999997
2,93,0,0,4.0,3.0,36.0,43.33,1.55988
6,86,3,0,5.0,5.0,41.0,87.8,3.5997999999999997
10,70,0,0,5.0,3.0,36.0,77.78,2.80008
1,1,0,0,1.0,1.0,80.0,48.75,3.9
2,10,0,0,4.0,3.0,40.0,92.5,3.7
10,18,1,0,5.0,4.0,45.0,106.67,4.8001499999999995
2,49,1,0,4.0,4.0,90.0,127.78,11.500200000000001
2,93,0,0,4.0,3.0,34.0,44.71,1.52014
4,127,0,0,4.0,3.0,38.0,65.79,2.5000200000000006
10,92,0,0,5.0,4.0,41.0,173.17,7.099969999999999
4,5,0,2,5.0,4.0,43.0,90.7,3.9001
1,72,0,0,4.0,2.0,13.0,82.31,1.07003
10,36,0,0,4.0,2.0,27.0,81.48,2.19996
3,64,0,0,5.0,3.0,26.0,75.0,1.95
8,120,0,0,4.0,2.0,24.0,83.33,1.9999200000000001
8,137,0,0,5.0,6.0,45.0,113.33,5.09985
3,47,0,2,4.0,3.0,22.0,56.82,1.25004
8,21,1,0,5.0,2.0,30.0,68.33,2.0499
3,23,0,0,5.0,6.0,57.0,70.18,4.00026
7,147,0,0,4.0,5.0,47.0,75.53,3.5499099999999997
12,129,0,0,5.0,3.0,26.0,105.77,2.75002
8,21,1,0,3.0,3.0,35.0,80.0,2.8
10,34,0,0,5.0,4.0,38.0,84.21,3.1999799999999996
8,21,0,0,5.0,3.0,35.0,85.71,2.99985
6,32,0,0,5.0,4.0,35.0,74.29,2.60015
10,122,0,0,2.0,1.0,19.0,94.74,1.80006
8,120,0,0,6.0,7.0,47.0,82.98,3.9000600000000003
3,23,1,0,5.0,6.0,57.0,70.18,4.00026
4,44,0,0,6.0,4.0,40.0,100.0,4.0
10,34,0,0,5.0,5.0,60.0,96.67,5.8002
2,119,0,0,4.0,3.0,32.0,50.0,1.6
8,120,0,0,5.0,4.0,43.0,94.19,4.0501700000000005
10,113,0,0,5.0,5.0,36.0,77.78,2.80008
1,63,1,0,8.0,10.0,50.0,310.0,15.5
2,20,1,0,5.0,6.0,36.0,125.0,4.5
3,9,0,0,4.0,4.0,38.0,84.21,3.1999799999999996
3,47,0,0,5.0,4.0,32.0,82.81,2.6499200000000003
10,34,0,0,6.0,3.0,43.0,81.4,3.5002000000000004
10,36,0,0,6.0,4.0,36.0,109.72,3.94992
10,122,0,0,5.0,5.0,50.0,78.0,3.9
8,37,1,0,6.0,3.0,22.0,250.0,5.5
8,59,0,0,5.0,3.0,31.0,106.45,3.2999500000000004
8,71,0,0,5.0,5.0,40.0,95.0,3.8
3,47,0,0,5.0,3.0,30.0,83.33,2.4999000000000002
2,20,0,0,4.0,4.0,40.0,61.25,2.45
11,53,0,0,5.0,4.0,36.0,97.22,3.49992
6,33,0,0,4.0,4.0,50.0,84.0,4.2
10,34,0,0,4.0,3.0,31.0,91.94,2.8501399999999997
8,40,0,0,5.0,3.0,30.0,83.33,2.4999000000000002
8,13,1,0,5.0,6.0,42.0,164.29,6.90018
1,82,0,0,5.0,4.0,44.0,83.18,3.65992
7,12,0,0,3.0,3.0,33.0,50.0,1.65
2,98,1,0,5.0,6.0,40.0,82.5,3.3
10,92,0,0,5.0,4.0,45.0,95.56,4.3002
1,1,0,0,4.0,2.0,32.0,75.0,2.4
1,1,0,0,5.0,3.0,32.0,87.5,2.8
1,76,0,0,4.0,4.0,43.0,123.26,5.30018
0,107,0,0,5.0,4.0,55.0,163.64,9.0002
0,107,1,0,5.0,3.0,40.0,237.5,9.5
1,1,0,0,5.0,3.0,25.0,112.0,2.8
10,36,1,0,4.0,3.0,48.0,110.42,5.30016
10,70,1,0,5.0,3.0,33.0,93.94,3.1000199999999998
6,39,0,0,5.0,8.0,65.0,100.0,6.5
2,10,1,0,5.0,5.0,50.0,150.0,7.5
10,69,1,0,5.0,6.0,54.0,127.78,6.90012
9,108,1,0,5.0,3.0,30.0,100.0,3.0
3,64,0,0,2.0,2.0,42.0,46.43,1.95006
3,52,0,0,2.0,2.0,65.0,53.85,3.50025
6,75,0,0,5.0,5.0,40.0,87.5,3.5
8,21,0,0,4.0,3.0,35.0,95.71,3.34985
1,72,0,0,2.0,2.0,45.0,38.89,1.7500499999999999
13,81,0,0,4.0,3.0,33.0,53.03,1.74999
3,48,0,0,4.0,3.0,30.0,100.0,3.0
0,107,0,0,5.0,4.0,45.0,135.56,6.1002
3,47,0,0,5.0,3.0,30.0,83.33,2.4999000000000002
3,123,0,0,4.0,3.0,35.0,68.57,2.39995
2,24,0,0,4.0,3.0,34.0,67.65,2.3001000000000005
6,39,0,0,5.0,4.0,40.0,80.0,3.2
12,145,0,0,4.0,2.0,23.0,110.87,2.5500100000000003
2,10,1,0,5.0,4.0,50.0,150.0,7.5
4,28,0,0,5.0,3.0,56.0,67.86,3.80016
0,22,0,0,5.0,6.0,40.0,106.25,4.25
2,24,0,0,4.0,3.0,34.0,67.65,2.3001000000000005
8,21,0,0,5.0,6.0,80.0,62.5,5.0
10,69,0,0,5.0,5.0,37.0,133.78,4.949859999999999
10,36,1,2,5.0,4.0,48.0,104.17,5.00016
10,122,1,0,6.0,5.0,50.0,124.0,6.2
2,49,0,0,3.0,3.0,45.0,55.56,2.5002000000000004
1,76,0,0,5.0,5.0,50.0,80.0,4.0
10,70,0,0,5.0,4.0,30.0,88.33,2.6499
1,82,0,0,4.0,5.0,50.0,93.0,4.65
2,20,0,0,4.0,4.0,40.0,60.75,2.43
10,70,1,0,4.0,9.0,60.0,143.33,8.599800000000002
4,5,0,0,4.0,4.0,100.0,47.0,4.7
8,120,0,0,5.0,3.0,28.0,117.86,3.30008
1,84,0,0,2.0,2.0,35.0,214.29,7.50015
8,13,0,0,4.0,4.0,52.0,110.58,5.75016
1,1,0,0,3.0,4.0,68.0,54.41,3.69988
9,15,1,0,4.0,4.0,91.0,230.77,21.00007
10,36,0,0,5.0,6.0,40.0,102.5,4.1
13,81,0,0,4.0,4.0,34.0,57.35,1.9499000000000002
2,73,1,0,6.0,5.0,38.0,138.16,5.25008
4,7,1,0,5.0,3.0,33.0,90.91,3.0000299999999998
3,38,0,0,4.0,4.0,35.0,102.86,3.6001
1,72,0,0,3.0,3.0,39.0,67.95,2.6500500000000002
6,39,0,0,6.0,8.0,45.0,117.78,5.3001000000000005
8,13,0,0,6.0,3.0,34.0,100.0,3.4
6,39,1,0,6.0,9.0,50.0,122.0,6.1
3,47,0,0,3.0,3.0,40.0,62.5,2.5
11,53,1,0,5.0,4.0,60.0,100.0,6.0
10,18,0,0,5.0,3.0,45.0,96.67,4.350149999999999
10,51,0,0,4.0,4.0,38.0,118.42,4.49996
10,36,0,0,5.0,4.0,45.0,122.22,5.499899999999999
10,18,0,0,5.0,5.0,72.0,100.0,7.2
8,120,0,0,4.0,2.0,35.0,64.29,2.25015
1,1,0,0,5.0,3.0,30.0,126.67,3.8001
8,59,0,0,5.0,4.0,35.0,94.29,3.30015
1,1,2,0,5.0,5.0,50.0,70.0,3.5
8,19,0,0,5.0,4.0,35.0,108.57,3.79995
2,10,0,0,4.0,3.0,32.0,68.13,2.18016
2,3,0,0,4.0,3.0,35.0,71.43,2.5000500000000003
9,26,1,0,5.0,4.0,50.0,92.0,4.6
10,70,0,0,5.0,3.0,30.0,100.0,3.0
1,111,0,0,4.0,2.0,20.0,125.0,2.5
3,116,0,0,4.0,4.0,42.0,61.9,2.5997999999999997
9,31,0,0,1.0,1.0,52.0,42.31,2.20012
8,56,0,0,5.0,3.0,40.0,107.5,4.3
10,70,0,0,5.0,3.0,30.0,88.33,2.6499
7,12,0,0,3.0,4.0,36.0,37.5,1.35
3,124,0,0,4.0,4.0,40.0,67.5,2.7
4,5,0,0,4.0,4.0,99.0,47.47,4.699529999999999
10,69,1,0,5.0,6.0,45.0,95.33,4.28985
3,47,0,0,5.0,4.0,43.0,90.7,3.9001
8,13,1,0,4.0,4.0,82.0,104.88,8.60016
4,45,0,0,4.0,4.0,41.0,80.49,3.3000899999999995
7,147,1,0,5.0,4.0,74.0,45.95,3.4003
3,64,0,0,7.0,10.0,54.0,98.15,5.3001000000000005
2,83,0,0,4.0,2.0,31.0,58.06,1.7998600000000002
3,67,0,0,5.0,4.0,42.0,76.19,3.19998
11,30,0,0,1.0,2.0,36.0,51.39,1.85004
1,82,0,0,5.0,3.0,40.0,90.0,3.6
10,36,0,0,5.0,5.0,39.0,105.13,4.10007
1,138,0,0,4.0,4.0,48.0,81.25,3.9
10,79,1,0,5.0,4.0,36.0,76.39,2.75004
3,38,2,0,5.0,4.0,37.0,97.3,3.6001
8,59,0,0,6.0,4.0,45.0,80.0,3.6
12,145,1,0,5.0,4.0,48.0,187.5,9.0
10,18,0,0,5.0,4.0,42.0,85.71,3.59982
10,92,0,0,5.0,6.0,45.0,95.56,4.3002
10,92,0,0,5.0,4.0,40.0,87.5,3.5
10,92,0,0,4.0,4.0,45.0,137.78,6.2001
1,63,0,0,5.0,6.0,60.0,140.0,8.4
1,46,0,0,5.0,4.0,35.0,100.0,3.5
2,20,0,0,5.0,4.0,33.0,64.55,2.13015
2,3,0,0,5.0,3.0,38.0,110.53,4.20014
6,99,0,0,5.0,3.0,32.0,75.0,2.4
2,24,0,0,4.0,4.0,32.0,79.69,2.55008
10,92,0,0,1.0,1.0,43.0,80.23,3.4498900000000003
1,82,1,0,4.0,3.0,36.0,150.0,5.4
2,10,0,0,4.0,3.0,32.0,65.63,2.10016
8,19,0,0,5.0,3.0,25.0,79.6,1.9899999999999998
0,68,1,0,6.0,8.0,68.0,247.06,16.80008
8,59,0,0,4.0,4.0,41.0,163.41,6.699809999999999
1,111,0,0,5.0,3.0,30.0,77.33,2.3199
8,128,0,2,4.0,4.0,36.0,102.78,3.70008
8,96,0,0,5.0,3.0,32.0,109.38,3.5001599999999997
10,122,0,0,6.0,5.0,32.0,125.0,4.0
4,89,1,0,3.0,3.0,20.0,77.5,1.55
1,111,0,0,4.0,2.0,40.0,80.0,3.2
7,184,0,0,4.0,4.0,60.0,53.33,3.1997999999999998
8,137,0,0,5.0,6.0,45.0,113.33,5.09985
2,77,0,0,4.0,4.0,38.0,75.0,2.85
10,36,0,0,4.0,5.0,34.0,83.82,2.8498799999999997
1,16,0,0,4.0,3.0,31.0,86.45,2.6799500000000003
7,147,1,0,5.0,6.0,80.0,42.5,3.4
9,15,0,0,5.0,3.0,36.0,116.67,4.20012
12,74,0,0,5.0,4.0,40.0,137.5,5.5
3,124,0,0,4.0,4.0,51.0,71.57,3.65007
2,98,0,0,5.0,4.0,30.0,99.67,2.9901
12,74,0,1,4.0,4.0,50.0,70.0,3.5
4,132,0,0,3.0,3.0,58.0,51.72,2.9997599999999998
10,51,1,0,4.0,4.0,37.0,90.54,3.34998
8,29,0,0,5.0,3.0,38.0,76.32,2.90016
10,70,0,0,4.0,4.0,40.0,87.5,3.5
1,63,1,0,8.0,10.0,50.0,310.0,15.5
10,18,0,0,4.0,3.0,26.0,88.46,2.29996
8,73,0,0,4.0,3.0,33.0,104.55,3.4501500000000003
10,122,1,0,5.0,3.0,45.0,93.33,4.1998500000000005
8,21,0,0,3.0,3.0,30.0,96.67,2.9001
8,13,1,0,5.0,3.0,35.0,138.0,4.83
8,13,0,0,6.0,3.0,33.0,101.52,3.35016
23,198,0,0,1.0,3.0,325.0,5.0,1.625
8,73,0,0,5.0,3.0,38.0,96.05,3.6499
0,107,0,0,3.0,3.0,70.0,64.29,4.5003
3,23,0,0,4.0,5.0,39.0,76.92,2.99988
11,41,0,0,4.0,4.0,36.0,79.44,2.85984
10,70,0,0,4.0,4.0,40.0,90.0,3.6
2,3,1,0,5.0,3.0,34.0,100.0,3.4
10,18,0,0,5.0,4.0,37.0,70.27,2.5999899999999996
10,36,1,0,5.0,4.0,45.0,106.67,4.8001499999999995
8,21,0,0,5.0,4.0,46.0,113.04,5.19984
1,82,0,0,4.0,4.0,32.0,106.25,3.4
6,75,0,0,5.0,4.0,40.0,87.5,3.5
8,37,0,0,5.0,4.0,54.0,103.7,5.5998
1,1,0,0,5.0,5.0,45.0,88.89,4.00005
3,52,0,0,5.0,6.0,37.0,87.84,3.25008
8,73,0,0,5.0,4.0,47.0,151.06,7.099819999999999
8,97,0,0,4.0,3.0,41.0,126.83,5.20003
1,82,0,0,5.0,3.0,30.0,116.67,3.5000999999999998
9,60,0,0,5.0,3.0,63.0,61.9,3.8996999999999997
9,62,0,0,5.0,4.0,45.0,91.11,4.09995
8,37,0,0,5.0,4.0,54.0,105.56,5.70024
8,137,0,0,2.0,3.0,35.0,140.0,4.9
10,18,0,0,5.0,3.0,63.0,109.52,6.89976
8,71,0,0,3.0,3.0,35.0,85.71,2.99985
8,37,0,0,4.0,4.0,40.0,140.0,5.6
2,10,0,0,5.0,4.0,35.0,67.14,2.3499
3,67,0,0,7.0,5.0,37.0,202.7,7.499899999999999
2,3,0,0,4.0,4.0,35.0,72.86,2.5501
2,73,3,0,5.0,6.0,37.0,131.08,4.84996
10,70,0,0,5.0,5.0,56.0,103.57,5.79992
8,37,0,0,4.0,4.0,35.0,148.57,5.199949999999999
1,1,0,0,5.0,3.0,35.0,100.0,3.5
9,15,0,0,4.0,4.0,40.0,77.5,3.1
8,128,0,0,5.0,4.0,46.0,73.91,3.39986
1,25,1,0,4.0,4.0,40.0,123.75,4.95
3,67,0,0,5.0,6.0,46.0,93.48,4.30008
10,92,0,0,4.0,4.0,45.0,137.78,6.2001
1,72,0,0,3.0,3.0,20.0,114.0,2.28
12,65,0,0,5.0,4.0,50.0,84.0,4.2
9,60,0,0,4.0,2.0,39.0,76.92,2.99988
10,92,0,0,5.0,3.0,45.0,96.67,4.350149999999999
8,21,0,0,5.0,4.0,46.0,113.04,5.19984
10,36,0,0,6.0,3.0,30.0,131.67,3.9500999999999995
8,59,0,0,5.0,3.0,35.0,94.29,3.30015
0,57,1,0,5.0,3.0,30.0,273.33,8.1999
1,72,0,0,5.0,4.0,30.0,93.33,2.7999
10,70,0,0,5.0,3.0,39.0,75.64,2.94996
10,18,0,0,5.0,3.0,35.0,85.69,2.99915
10,36,0,0,6.0,3.0,30.0,133.33,3.9999000000000007
0,22,1,0,5.0,4.0,75.0,200.0,15.0
2,10,0,0,4.0,3.0,30.0,83.33,2.4999000000000002
10,79,1,0,5.0,4.0,30.0,96.67,2.9001
9,17,1,0,5.0,6.0,58.0,163.79,9.49982
12,74,0,0,5.0,3.0,30.0,83.33,2.4999000000000002
8,97,0,0,2.0,2.0,95.0,160.0,15.2
10,70,1,0,5.0,5.0,35.0,57.14,1.9999
6,99,0,0,5.0,4.0,35.0,88.57,3.0999499999999998
10,36,0,0,6.0,3.0,30.0,133.33,3.9999000000000007
10,36,0,0,5.0,6.0,38.0,78.95,3.0000999999999998
8,97,0,0,2.0,2.0,95.0,160.0,15.2
3,52,0,0,4.0,3.0,38.0,63.16,2.40008
8,120,1,0,5.0,3.0,32.0,162.5,5.2
10,18,0,0,5.0,3.0,45.0,96.67,4.350149999999999
6,75,0,0,5.0,5.0,99.0,107.07,10.599929999999999
8,37,0,0,4.0,4.0,40.0,140.0,5.6
8,97,0,0,4.0,3.0,41.0,126.83,5.20003
1,1,2,0,5.0,4.0,40.0,87.5,3.5
8,29,0,0,5.0,3.0,40.0,100.0,4.0
8,37,0,0,4.0,4.0,48.0,116.67,5.60016
1,82,1,0,4.0,4.0,40.0,120.0,4.8
8,29,0,0,4.0,4.0,36.0,113.89,4.10004
0,0,0,0,5.0,3.0,36.0,102.78,3.70008
10,18,0,0,4.0,4.0,45.0,104.44,4.6998
8,13,0,0,5.0,3.0,26.0,144.23,3.7499799999999994
0,0,0,0,5.0,3.0,33.0,113.64,3.75012
12,65,0,0,5.0,6.0,57.0,156.14,8.89998
5,177,0,0,3.0,2.0,32.0,250.0,8.0
8,56,0,0,4.0,4.0,100.0,162.0,16.2
10,79,1,0,5.0,6.0,63.0,268.25,16.89975
8,97,0,0,4.0,3.0,20.0,110.0,2.2
12,129,0,0,5.0,5.0,25.0,208.0,5.2
3,116,0,0,5.0,6.0,36.0,83.33,2.99988
0,104,0,0,4.0,4.0,40.0,165.0,6.6
8,37,0,0,5.0,3.0,11.0,140.91,1.5500099999999999
12,65,0,0,5.0,6.0,57.0,156.14,8.89998
4,154,0,0,5.0,4.0,36.0,74.44,2.67984
10,18,0,0,5.0,3.0,45.0,96.67,4.350149999999999
10,34,0,0,3.0,3.0,36.0,93.06,3.35016
2,24,0,0,5.0,4.0,40.0,80.0,3.2
10,34,0,0,3.0,3.0,36.0,83.33,2.99988
10,18,0,0,5.0,4.0,35.0,91.43,3.20005
8,120,0,0,2.0,2.0,31.0,70.97,2.20007
10,61,0,0,5.0,4.0,34.0,97.06,3.30004
3,48,0,0,5.0,3.0,30.0,90.0,2.7
0,55,0,0,4.0,4.0,31.0,103.23,3.20013
6,99,1,0,5.0,7.0,58.0,94.83,5.50014
3,47,0,0,4.0,3.0,52.0,59.62,3.10024
13,81,1,0,4.0,4.0,32.0,67.19,2.15008
1,1,0,0,5.0,4.0,45.0,66.67,3.00015
8,96,0,0,5.0,6.0,35.0,140.0,4.9
8,13,0,2,3.0,4.0,82.0,107.32,8.80024
7,12,0,0,5.0,3.0,31.0,50.0,1.55
1,82,0,0,4.0,3.0,35.0,91.43,3.20005
2,78,3,0,3.0,2.0,35.0,38.86,1.3600999999999999
11,42,0,0,4.0,3.0,32.0,75.0,2.4
10,18,0,0,5.0,3.0,36.0,87.5,3.15
11,53,0,0,5.0,6.0,50.0,75.6,3.7799999999999994
1,1,0,0,4.0,3.0,31.0,62.9,1.9499
3,48,0,0,4.0,3.0,31.0,62.9,1.9499
2,83,0,0,4.0,3.0,32.0,55.81,1.7859200000000002
8,73,0,0,4.0,3.0,28.0,121.43,3.40004
0,57,0,0,5.0,3.0,32.0,90.63,2.90016
8,29,0,0,5.0,3.0,40.0,92.5,3.7
9,60,0,0,4.0,4.0,46.0,126.09,5.800140000000001
10,36,0,0,4.0,3.0,126.0,71.43,9.00018
8,19,0,0,5.0,3.0,35.0,114.29,4.00015
12,129,0,0,4.0,5.0,62.0,140.32,8.69984
3,48,0,0,4.0,6.0,33.0,82.73,2.73009
6,11,0,0,4.0,3.0,30.0,73.33,2.1999
2,20,0,0,4.0,4.0,35.0,80.0,2.8
11,42,0,0,4.0,5.0,55.0,70.91,3.90005
1,16,1,0,4.0,4.0,85.0,108.24,9.2004
10,18,0,0,5.0,4.0,40.0,132.5,5.3
2,73,0,0,3.0,3.0,35.0,50.0,1.75
8,96,0,0,4.0,3.0,35.0,128.57,4.49995
2,119,0,0,3.0,3.0,36.0,41.94,1.5098399999999998
2,20,0,0,5.0,3.0,30.0,71.67,2.1501
8,120,0,0,5.0,4.0,42.0,83.333,3.499986
8,59,0,0,5.0,3.0,32.0,112.5,3.6
8,136,0,0,4.0,4.0,55.0,100.91,5.550050000000001
10,51,1,0,3.0,3.0,22.0,131.82,2.90004
10,113,0,0,4.0,2.0,21.0,83.33,1.74993
10,92,0,0,5.0,4.0,40.0,132.5,5.3
1,1,0,0,5.0,4.0,32.0,98.44,3.15008
2,73,1,0,5.0,6.0,41.0,126.83,5.20003
3,23,1,0,3.0,3.0,63.0,104.76,6.59988
1,82,0,0,5.0,3.0,31.0,80.65,2.50015
10,18,0,0,5.0,4.0,55.0,102.73,5.650150000000001
0,57,1,0,9.0,10.0,65.0,553.85,36.00025
1,25,0,0,5.0,3.0,40.0,92.5,3.7
3,47,0,0,5.0,3.0,30.0,83.33,2.4999000000000002
10,18,1,0,4.0,3.0,28.0,80.36,2.25008
11,41,0,0,5.0,4.0,40.0,70.0,2.8
8,21,1,0,5.0,5.0,60.0,230.0,13.8
10,36,0,0,5.0,4.0,43.0,123.26,5.30018
0,68,0,0,5.0,6.0,60.0,88.33,5.2998
10,18,0,0,4.0,3.0,44.0,95.45,4.1998
8,105,0,0,4.0,4.0,31.0,183.87,5.69997
8,29,0,0,3.0,2.0,27.0,103.7,2.7999
9,62,0,0,4.0,3.0,40.0,92.5,3.7
4,132,0,0,5.0,3.0,30.0,78.33,2.3499
13,81,0,0,4.0,3.0,30.0,71.67,2.1501
13,88,0,0,3.0,3.0,31.0,43.87,1.3599700000000001
2,98,0,0,4.0,3.0,30.0,98.33,2.9499
10,61,0,0,4.0,4.0,40.0,74.5,2.98
10,36,1,0,1.0,2.0,68.0,220.59,15.00012
2,73,1,0,6.0,5.0,35.0,150.0,5.25
3,4,0,0,5.0,4.0,40.0,62.5,2.5
12,74,1,0,5.0,4.0,39.0,89.74,3.4998599999999995
2,20,0,0,4.0,4.0,35.0,75.71,2.64985
8,66,0,0,3.0,3.0,23.0,56.52,1.29996
2,73,3,0,5.0,4.0,55.0,156.36,8.599800000000002
10,36,0,0,6.0,4.0,35.0,111.43,3.9000500000000002
3,23,0,0,3.0,4.0,65.0,54.62,3.5502999999999996
4,5,0,0,5.0,4.0,42.0,92.86,3.90012
8,21,0,0,3.0,2.0,43.0,72.09,3.09987
1,16,0,0,5.0,6.0,48.0,100.0,4.8
4,43,0,0,4.0,4.0,40.0,73.75,2.95
1,1,0,0,4.0,4.0,33.0,74.24,2.4499199999999997
8,59,0,0,5.0,5.0,45.0,85.56,3.8502
3,38,1,0,4.0,4.0,35.0,80.0,2.8
9,17,0,0,5.0,3.0,38.0,109.21,4.149979999999999
8,73,0,0,4.0,4.0,35.0,117.14,4.0999
1,84,0,0,4.0,3.0,47.0,87.23,4.099810000000001
1,87,0,0,4.0,3.0,40.0,85.0,3.4
2,50,0,0,4.0,4.0,45.0,74.44,3.3497999999999997
1,76,0,0,5.0,5.0,45.0,98.89,4.45005
8,21,1,0,4.0,2.0,32.0,110.94,3.55008
2,3,1,0,4.0,4.0,213.0,143.19,30.499470000000002
0,107,0,0,4.0,3.0,44.0,104.55,4.6002
1,82,0,0,5.0,4.0,35.0,102.86,3.6001
6,39,0,0,4.0,4.0,33.0,93.94,3.1000199999999998
0,55,0,0,4.0,4.0,33.0,98.48,3.2498400000000003
2,10,1,0,4.0,5.0,33.0,69.7,2.3001
6,99,0,0,5.0,3.0,36.0,80.56,2.90016
9,17,0,0,5.0,3.0,39.0,79.49,3.1001099999999995
4,28,0,0,5.0,3.0,41.0,65.85,2.69985
0,104,0,0,5.0,6.0,35.0,97.14,3.3999
8,13,0,2,5.0,3.0,35.0,107.14,3.7499000000000002
3,47,0,2,5.0,3.0,30.0,83.33,2.4999000000000002
9,31,0,0,5.0,6.0,55.0,140.0,7.7
12,65,0,0,5.0,6.0,40.0,92.5,3.7
10,51,0,0,2.0,1.0,49.0,93.88,4.6001199999999995
8,66,0,0,3.0,2.0,25.0,104.0,2.6
1,72,0,0,3.0,2.0,53.0,50.94,2.69982
8,21,0,0,6.0,6.0,40.0,85.0,3.4
2,24,0,0,4.0,3.0,34.0,67.06,2.28004
7,146,0,0,4.0,4.0,44.0,61.36,2.69984
1,190,1,0,3.0,4.0,110.0,450.0,49.5
1,87,1,0,5.0,4.0,34.0,150.0,5.1
3,52,0,0,5.0,4.0,42.0,83.33,3.49986
10,51,1,0,5.0,7.0,53.0,199.06,10.550180000000001
0,55,0,0,5.0,3.0,32.0,100.94,3.23008
3,123,1,0,5.0,3.0,40.0,65.0,2.6
10,92,0,0,5.0,4.0,41.0,173.17,7.099969999999999
8,120,0,0,5.0,6.0,123.0,126.02,15.500459999999999
8,56,1,0,5.0,8.0,60.0,498.33,29.8998
3,47,0,0,5.0,3.0,60.0,37.5,2.25
1,76,0,0,4.0,3.0,30.0,80.0,2.4
10,18,0,0,5.0,3.0,34.0,79.41,2.6999400000000002
4,43,0,0,5.0,3.0,30.0,75.0,2.25
8,21,0,0,5.0,6.0,64.0,70.31,4.49984
8,13,0,0,5.0,4.0,55.0,101.82,5.600099999999999
8,35,0,0,2.0,2.0,45.0,97.78,4.4001
8,56,0,0,4.0,4.0,48.0,73.96,3.55008
1,111,0,0,1.0,1.0,55.0,40.0,2.2
8,66,0,0,2.0,2.0,26.0,53.85,1.4001000000000001
8,128,0,0,4.0,3.0,34.0,152.94,5.19996
8,96,1,0,5.0,4.0,22.0,61.36,1.34992
1,76,0,0,5.0,3.0,39.0,94.87,3.69993
4,7,3,0,4.0,4.0,65.0,115.38,7.4997
8,19,0,0,6.0,3.0,40.0,75.0,3.0
7,147,0,0,4.0,2.0,42.0,42.86,1.80012
0,57,0,0,5.0,3.0,41.0,109.76,4.50016
